"Site","Var","StartDate","EndDate","nMeas","nMeas5","MinVal","MaxVal"
"ek783777_int","Secchi","2005-01-18","2019-12-10","175","46","1.35","4.9"
"ek783777_int","NH4N","2015-07-21","2019-12-10","62","56","0.001","0.18"
"ek783777_int","TP","2015-07-21","2019-12-10","62","56","0.012","0.042"
"ek783777_int","TN","2015-07-21","2019-12-10","62","56","0.251","0.643"
"ek783777_int","pH","2015-07-21","2019-12-10","58","51","5.33","8.68"
"ek783777_int","CHLA","2015-07-21","2019-12-10","53","47","2","28.7"
"el805168_int","Secchi","2005-01-18","2019-12-10","173","47","1.075","5.25"
"el805168_int","NH4N","2015-07-21","2019-12-10","62","56","0","0.072"
"el805168_int","TP","2015-07-21","2019-12-10","62","56","0.011","0.038"
"el805168_int","TN","2015-07-21","2019-12-10","62","56","0.21","0.896"
"el805168_int","pH","2015-07-21","2019-12-10","57","51","6.34","7.4"
"el805168_int","CHLA","2015-07-21","2019-12-10","53","47","2.7","27.6"
"fi680541_int","Secchi","2015-09-16","2019-12-11","39","37","0.5","6.5"
"fi680541_int","NH4N","2005-01-19","2019-12-11","159","32","0.001","1.7"
"fi680541_int","TP","2005-01-19","2019-12-11","176","46","0.009","0.329"
"fi680541_int","TN","2006-06-26","2019-12-11","108","32","0.33","2.41"
"fi680541_int","pH","2005-01-19","2019-12-11","164","36","6.5","10.5"
"fi680541_int","CHLA","2005-01-19","2019-12-11","159","32","0.9","1370"
"fj164707_int","Secchi","2005-01-18","2019-12-11","170","47","2.5","12.6"
"fj164707_int","NH4N","2005-01-18","2019-12-11","173","47","-0.002","0.036"
"fj164707_int","TP","2005-01-18","2019-12-11","172","47","0.001","0.027"
"fj164707_int","TN","2005-10-17","2019-12-11","121","47","0.109","0.416"
"fj164707_int","pH","2005-01-18","2019-12-11","180","51","4.46","8.1"
"fj164707_int","CHLA","2005-01-18","2019-12-11","174","47","0.4","8.6"
"fk427028_int","Secchi","2015-07-22","2019-12-10","53","47","4.3","10.75"
"fk427028_int","NH4N","2005-01-18","2019-12-10","175","47","-0.003","0.036"
"fk427028_int","TP","2005-01-18","2019-12-10","178","47","0.002","0.121"
"fk427028_int","TN","2006-06-20","2019-12-10","122","47","0.129","1.18"
"fk427028_int","pH","2005-01-18","2019-12-10","184","51","6.7","8.42"
"fk427028_int","CHLA","2005-01-18","2019-12-10","177","47","0.99","13.1"
"gi084907_int","Secchi","2005-01-19","2019-12-11","96","48","2.1","9.5"
"gi084907_int","NH4N","2005-01-19","2019-12-11","177","48","-0.008","0.247"
"gi084907_int","TP","2005-01-19","2019-12-11","177","47","0.009","0.124"
"gi084907_int","TN","2006-03-22","2019-12-11","123","48","0.139","0.32"
"gi084907_int","pH","2005-01-19","2019-12-11","182","52","6.4","8.02"
"gi084907_int","CHLA","2005-01-19","2019-12-11","176","48","1.1","17.8"
"gi617624_int","Secchi","2015-07-22","2019-12-11","53","47","2.55","10.75"
"gi617624_int","NH4N","2005-01-19","2019-12-11","179","48","0","0.097"
"gi617624_int","TP","2005-01-19","2019-12-11","178","48","0.002","0.021"
"gi617624_int","TN","2006-06-26","2019-12-11","123","48","0.239","0.508"
"gi617624_int","pH","2005-01-19","2019-12-11","184","52","1.77","8.17"
"gi617624_int","CHLA","2005-01-19","2019-12-11","177","48","1.2","15"
"gl051366_int","Secchi","2015-07-21","2019-12-09","51","45","4","9.1"
"gl051366_int","NH4N","2015-07-21","2019-12-09","52","46","0","0.068"
"gl051366_int","TP","2015-07-21","2019-12-09","52","46","0.01","0.043"
"gl051366_int","TN","2015-07-21","2019-12-09","52","46","0.126","0.232"
"gl051366_int","pH","2015-07-21","2019-12-09","56","50","6.75","8.57"
"gl051366_int","CHLA","2015-07-21","2019-12-09","52","46","1","15.1"
